"title","author","state","date","ver.purchase","helpful","format","stars","comments"
"Overall pretty good....","Pickybuyer","United States ","December 8, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"The 4th generation echo dot fits perfectly with the bedroom decor..its black, circular design, voice recognition is well and alot of updated features. However, im an avid music lover and the treble overpowers the bass, which is very disappointing."
"Be prepared to yell to get a response.","Timothy Au Sanders","United States ","March 16, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"I own the Echo dot and Echo show. The Echo show works great and responds well. The Echo dot, I pretty much have to yell at to get a response even from 5 feet away. The Echo show, a room away, usually responds before the dot which is right beside me. I would not recommend."
"Not with it, don’t waste you’re money","Emily Grayson","United States ","January 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"The Alexa simply is too quiet and useless without any sort of WiFi. The Alexa should at LEAST be able to connect to your phone and be used as a regular Bluetooth speaker without requiring WiFi. As well as the fact that you have to pay for it to work, after paying for the speaker in the first place!! There is also the issue that it doesn’t work with Spotify duo, and It will stop my S/O’s music and the ability to play for them to play it. This is just a few of my complaints, honestly I don’t recommend it if you’re not looking to spend more than it worth. Personally I’m never buying an Alexa again unless they fix it majorly."
"Fun and useful","Charles G. Turner","United States ","January 29, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Still getting used to the Echo Dot.  For now we use it to turn one of our lights on and off which comes in handy in the dark.  Also check the weather forecast, play some music occasionally.  There is much more that we could do and we continue to learn."
"My son is happy","Brandi Easterling Collins","United States ","December 7, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"My 12-year-old son loves his Echo dot. He can ask Alexa questions, communicate with us downstairs (from his upstairs bedroom), and use the device as an alarm clock. I liked that the price was reasonable and that we can set up parental controls."
"Not portable!! :(","samantha graham","United States ","February 4, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",2,"Works well everything you'd expect from Amazon & Alexa- my dislike is that it isn't portable always has to be plugged in. Big bummer on portability. I had a tap that finally died. This was to replace it but really falls short on its usefulness."
"Easy setup","carl the browser","United States ","April 8, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",4,"Familiar withthis product because i have an alexa echo. Using this one in a different room under a different account. Only thing i didnt like is the fabric material sustained some damage during setup, our dog thought it was a ball to play with, damage was minimal but it cant be replaced or repaired with a different skin."
"Love it","LaTanya","United States ","April 24, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This is my second echo I have one of the first echo dots and although I love it the speaker is starting to go out so I upgraded and I love the volume on this one it’s going to take some time for the new echo to get to know me like my dot but it’s so worth it."
"Problems with the volume","Linda","United States ","June 11, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"UPDATE: Within an hour of my original post I received a call from Amazon. She suspected it was a software issue. She walked me through a reset and now my echo dot is working perfectly.I currently have 3 echo dots and and 1 regular echo. I recently purchased this 4th generation echo dot, thinking it might have a better sound. However, Alexa's voice is so low and muffled you can't understand her, but if I turn up the volume to hear her, the music volume is too loud. I'm not sure if this is just a lemon or if they are all like that, but I would not recommend this device based upon my firsthand experience with it."
"Bigger, not better","T. Elbert","United States ","December 13, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"I don't understand why they came out with a new echo dot and didn't improve the sound quality. In fact, the sound quality on this one sounds like a first generation echo dot! Like a tiny, fuzzy sound. The music sounds okay, but the Alexa speaking voice is harder for me to understand."
"Attractive New Style but lacks a Sound Upgrade","jobi747","United States ","January 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"I love the look. It is much more stylish than earlier generations. However, there is barely a noticeable improvement in the sound quality especially given that the physical dimensions of the device might facilitate a fuller sound than previous generations."
"It has a little trouble hearing you.","Eric R Gollenberg","United States ","February 2, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",4,"It works great when it can hear me. I've tried moving it to other areas of the room in order to get a clearer voice command and it still seems to have trouble hearing me. My wife almost has to yell. unfortunately our google nest seems to hear us at a whisper."
"Honest Review","Wakong Vang","United States ","December 8, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"There is absolutely nothing this thing can do for me, but for $30 why not give it a try. Number one thing that ticked me off so much is that you cannot play all types of music. You need to buy the amazon subscription to gain access to the whole library of songs they have. Don't get me wrong, you can still listen to some/most music, but my taste in music was not included in the free section. Also Alexa can't do anything that is of actual value or importance, the bitch is dumb LOL but nah it was very underwhelming for how much attention it gains"
"You can't see the light! You don't know if she heard you","nysepete","United States ","June 27, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"I bought a couple of these for Prime Day - as replacements for older ones - but the fact that the light ring is now on the bottom has everyone in my house is constantly yelling because we never know if she heard us or not.Huge annoyance."
"It works!","Chadda R.","United States ","February 5, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"Make sure you give it short descriptions to turn off lights if you have those adapters that respond. Names are changable however. Great to be in bed watching TV without getting up to turn off three different lamps when you are about to doze off."
"Hit and miss for elderly people","D. Shane","United States ","January 11, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"My 84 year old mother is getting used to it. She sometimes doesn't speak loud enough for it to understand. My favorite is, she asked Alexa if she was dead, when she didn't respond.I suppose it could be a bit more user friendly for elderly folks."
"Very powerful device and a small package.","Camera Guy","United States ","January 1, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"For the size of the unit the sound is pretty good. The integration being able to control lights, garage doors and the temperature of my home all via voice  is nice. Security steps in place for protecting access to my garage is also comforting."
"Inferior to 3rd Generation","Nancy G.","United States ","January 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"We had two 3rd generation Echo Dots for two years and loved them. We just got two 4th generation Dots and they both have glitches: the wake-up alarm music goes on and off or off completely sometimes just a few minutes after it starts; sometimes when we request a Pandora station she will repeat it as if she will play it but then not play it even after several requests. It’s not a WiFi or Pandora issue issue because the other Dots will play it. Other little on-again-off-again annoyances. Tech support was no help and would not allow an exchange for a 3rd gen; said we would have to pay the current price, which is $15 more."
"Great sound, sub par vocal recognition.","Miller R. Lopez","United States ","February 4, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"Honestly, almost everything is perfect with Alexa. The only flaw, which is rather significant is vocal recognition. I had assumed that vocal recognition would be up to par with that of Siri, where Siri only responds to your voice alone. Not only that, but Siri understands more commands than Alexa. Even when I speak as clearly as I possibly can, Alexa won’t understand what I’m saying. Whereas Siri does, more often than Alexa would. This would be the only reason why I’d get a Home Pod over another Alexa. On the flip side, I was surprised on how good the sound quality is with Alexa, it’s incredibly smooth with great base."
"Cool Little device!","Sal","United States ","December 18, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"It's good. I like the design. But honestly It sounds to me like the echo dot 2 has better sound quality and it gets louder too. But I like the way the echo dot 3 looks. I just don't like the light on the bottom though. I think that should be on top of the device."
"Wonderful upgrades","Amazing Amazon12","United States ","May 12, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Awesome sound quality, had the original dot before and it was so quiet even on volume 10 but with this new one volume five is super loud and you can hear it throughout the entire house… Easy quick set up with no issues, errors or problems, wonderful unit and would definitely tell others to upgrade because there definitely is a huge difference and there are so many more features on this new unit then on the original Echo Dot!!!!"
"Sound quality not up to par!!","Laurance","United States ","November 11, 2020",1,NA,"CharcoalConfiguration: Echo Dot",2,"I was so disappointed when I compared the Dot gen 4 to my Dot gen 3..to me the sound quality playing music and even Alexa's voice warmth was much better on the gen 3. I bought 2 gen 4's and sending them back. May try the new Echo but gonna stick with my gen 3!!"
"Not as rich sounding or responsive as I’d hoped","Tezzb","United States ","January 4, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",4,"Compared to my Echo, this is less responsive (I have to speak much louder when it’s playing for it to hear me) and the sound quality is much less rich when playing music.The small footprint is nice but I’d prompt for a full echo instead next time."
"Great device for the price.","Jim","United States ","December 7, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"Overall happy with this product. Sound quality is not the best but not bad overall. Using mine in the kitchen to stream music from Amazon so it serves it purpose. I really like that I can use voice control to select music I want to hear while cooking etc. I have ordered a second with time display for my bedroom nightstand. Compact and stylish."
"Poor design makes for poorer quality","Jessie's Mom","United States ","April 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"Not as great as the last Alexa. She seems to have a REALLY hard time hearing us now. Which also makes her understand us worse too. I’m guessing it’s the new design. When the power briefly went out, we had a hard time getting Alexa back online and couldn’t get anything connected to her (like our light) to re-connect. It was really frustrating. The earlier edition was better."
"Nice upgrade","Frederick J. Spector","United States ","January 27, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"It works well but I'm not sure I like the bottom light better rhan the top.It did not pick up my voice very well initially, but after a bit of research  itWas suggested that I take it off and put it back on my account. It's fixed."
"Very reliable","RosieH","United States ","January 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Love it! No need to write out a list for the hardware, grocery,etc. I was always forgetting my list at home. If my husband needs something while I’m at the store he can add to the list as I can see it. Now, I’d like to get the Alexa plug for turning on/off lights or tv. Highly recommend this product!"
"Don’t Waste your money","Bslide","United States ","December 16, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"Replaced a echo dot 2 with the sphere.  Very little improvement.  Additionally, we miss the visual feedback from the older dot.  On the sphere, the rings are around the base and thus practically hidden from view.  Will not buy another sphere."
"Just different yet sound is not as good and 3rd Gen","Sharky305","United States ","December 8, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",3,"I like the look of this=, even thought it is not as versatile and 3rd Generation.  that could you hang it any way you want agains a wall, under the counter. etc.  but Also it feels the sound is less clear on the 4th generation. so I am preferring the sound of the 3rd Generation better."
"Answers most of my concerns.","Susie","United States ","November 11, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"I’m still learning all the things that my dot does. The sound quality is very good.  I think I’m going to love Alexia"
"That it wasnt wireless LMAO","Erickk","United States ","March 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"I thought it would of been wireless and i was trying so hard to figure it out but it aint. oh well its a pretty solid device on its own like with alexa built in and spotify i can ask it something kinda particular and itll choose a good enough song to me that ill be like damn IGHT <3 other than that i havent gotten it to connect with my light yet but slowly but surely ill figure that out. the only other thing thats kinda hit or miss is the AI on it if you ask it something and not about like spotify or a music app but from downloading the alexa app theres a lot of stuff to customize in it"
"I got a dud.","Peed_off","United States ","February 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This one is the second one I have added to my home and it’s nothing but problems with connecting.Update: 2 mins after I posted this, Amazon Customer Service Called me and helped fix my Echo over the phone!Changed my review to 5 stars."
"Safer","Evelyn G.","United States ","December 14, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I feel so much safer having Alexa if I have to all out to my daughter at her home for help I suffered a traumatic fall in August just went home in November and even though I’m doing great at 72 I still have my fears Alexa calms them. Thank you"
"Great sound with surprising bass.","Michael B.","United States ","January 31, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Use this as my bedside clock, alarm, reminder of appointments, news briefings, light controller and music.  Love it.  Bought a second one without the clock feature for my workshop.  Or is this the review for the one without the clock display?"
"Trash sound","Paul","United States ","February 6, 2021",1,NA,"CharcoalConfiguration: Echo Dot",1,"I have 4 Alexa devices. I have two 3rd generation dots one Plus and one 4th generation dot. The 4th generation is trash in comparison to the others. Doesnt pick up your voice as well. I basically need to be standing right next to it. The sound quality is also garbage in comparison. It's like old radio speaker quality. Waste of money. Get the 3rd generation if you're considering a dot."
"Not intelligent when you have to keep setting it up every week","Amazon Customer","United States ","April 16, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"I got this as a bundle. I was like ""Ooh this will be nice and I've always wanted one!"". Well, now I have it, I have so many issues with it. It keeps disconnecting from my internet, a purple circle. Then when it reconnects it starts talking in random languages saying that I need to pair my Echo to my Amazon account. Its more frustrating as it happens every week and in some cases more than once a week. To me, this just doesn't seem like a worthwhile investment."
"Love the Echo Dot","L Spencer","United States ","January 2, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This is my first Echo Dot, but I have two Alexa towers that I have had for several years!  Love having them in different rooms.  Sound is really good!  Setup just so easy!  No complaints especially since I got it on sale during the holidays."
"My 5th Echo Dot","James M. Dykes","United States ","December 21, 2020",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I admit it - I have quite a few of these things - including a Show. I have them all over the house and they work great. I also admit I only buy them during Black Friday deals or Christmas. Paying around 30 bucks for each one makes them a good deal and invaluable around the house."
"Good Sound Quality for the Price","Carol Salter","United States ","May 11, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",4,"I was surprised at what good sound quality this little dot has! Good, not quite Great. But for the cost, it’s totally worth it! Plus, it’s so easy just telling Alexa to play music and being spared the rigmarole of fumbling with your phone to sync to the device!"
"Nice Device for the Music","Crusher Cat","United States ","January 26, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"This was a challenge to set up as I needed to add an internet wireless extender so the signal would reach a bedroom.I re-named this device ""Echo"" as the ""Alexa"" name and instructions was being heard by our kitchen Echo Dot.When selecting music to sleep-by, the rain or ocean music will stop by itself--frustrating."
"Highly recommended","T.T.","United States ","April 16, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I love this Echo dot.  It does a really good job of recognizing my voice, sound quality is good, and Alexa has a wide range of options.  This has replaced my alarm clock, timers, and Bluetooths (which I used for music playing mostly).  Highly recommend."
"Microphone poor","Bill","United States ","January 11, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"Speech sound is much improved over echo 3 which had a muffled voice. However; the microphone is severly lacking compared to the echo dot 3. If more than 5ft away, I have to nearly yell for the echo 4 to hear me. The echo dot 3 can hear me across the room with normal voice tone."
"Improvement over earlier models","RMK","United States ","October 25, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I have the Echo 2 so I was familiar with the product.  The new unit sounds better when you turn the volume up to 4 or 5. It took a little while to figure out how to set the controls in the iPhone app but now everything works great.  I would buy it again.  We have it wake us to Reveille which is cute!"
"Must buy","Melody quintero","United States ","June 11, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"She works with so many smart home products not just Amazon products I love the echo so much. I love this I put in led lights and smart lights and blink cameras and she integrates with all of them even if thier not Amazon. All you have to do is tell her I love it!!"
"Disappointed","Kayla Norwood","United States ","January 5, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"I was very disappointed in the sound quality. We decided to just continue using our older Echo Dot because it sounds so much better. I was so excited for this one because I love the look of it so much better so it was a pretty big let down."
"Not living up to expectations.","Tee","United States ","January 21, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"I was really excited about this but ended up being let down. The speaker sounds pretty nice and I love the look of it. But this one seems to have trouble hearing me compared to my 3rd gen dot and even my echo flex. Which is really annoying since I use it mostly to turn my lights on and off with my voice."
"I love this item","Love 2Read","United States ","March 13, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"I have NEVER been a great speller and at times due to this, I had to rewrite my sentences differently than what I wanted. Echo has helped with this concern. I know longer have to use my cell phone for words that I can't spell.  It is also to great to verify the correct meaning of words. I LOVE THIS ITEM!"
"I enjoy this device.","Ellen Baker","United States ","February 10, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"I like this device to get quick answers on everything  I ask Alexa. The sound quality of this device is very good, it was a purchase worth the money spent. My dog realized it is not a ball to play with, I play calming music for him to sleep."
"Big Downgrade in Sound, Mismatched Power Cord Color","Austin","United States ","December 9, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"The sound quality is a huge downgrade from the prior two generations of Echo Dot - I honestly think my iPhone has a slightly better sound quality.Furthermore, the device’s power cord is white while the device is black. This product feels rushed and I do not recommend it."
"Very nice!","ExtendedRoar","United States ","November 27, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"I'm changing the review from a 1 star to a 4 star. I found out that the location makes a big difference in how the new echo 4 generation sounds. Before I had the echo in my room on a table. Now the echo is in my bathroom. The echo sounds great."
"Versatile Smart Speaker","Vincent Esposito","United States ","January 19, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",3,"Too many times I was told my music selection was available only for a premium. Some questions that we askedI thought would be answered, weren't.  For it's size it's speaker is pretty good. Additional info on the musicians ona particular track (other than the leader, I'm a jazz buff) would have been nice. News, weather and alarms allwork well."
"Garbage product","Law","United States ","January 6, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",1,"I added this one to my living room since I have one in my bedroom. I also switched them to make sure it wasn't the location at one point.Volume 10 is the equivalent to volume 5 compared to 3rd gen.It has a lot of trouble hearing you even if you make it your primary.Music played on it sounds like it's from an old radio using cassette tapes. I will be returning it to get another gen 3 instead."
"Ugly, but worth it!","Genevieve Willis","United States ","January 20, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",5,"Let's be honest, the design is kind of ugly! That being said, I bought it for my bathroom which has a super loud fan, figuring the ugly sphere would have better sound and volume than the last gen, and I was right!This thing can get pretty loud, and everything sounds very nice. It also picks up my voice over the shower and loud bathroom fan, so 10/10.Smaller than I feared, and definitely packs a punch sound wise."
"Poor mic and sound","William T. Conrad","United States ","May 25, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"Heavy on the bass with next to no treble.  Mic can't pick has almost no noise cancelation.  Even when it is its own sound it can't ignore it.  Sad, but for $25 what do you expect.  Unfortunately, the $100 version has the same issues.  Gen 4 you would think this would be ironed out but alas it is not, too bad."
"Echo Dot 4th gen","vonlady","United States ","May 23, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Cannot say enough wonderful things about this system. We purchased three so we could communicate and be safe. We are senior citizens and I think every senior citizen should get them! Alexa even finds movies and programing on Prime for us!!"
"It works as designed","shopper","United States ","March 1, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"I've had an echo, a couple of echo dots, and this one.  Although this one doesn't seem to hear me every time, it has a better speaker than the old style dot.  I can use it alone or simultaneously with the echo in another part of the house."
"ABSOLUTE JUNK - WORSE THAN A 1960 TRANSISTOR RADIO !!!!","FloridaWen","United States ","December 1, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",1,"YES, absolute JUNK !!!!  DO NOT BUY unless you are deaf .... even during initial setup you hear the tinny, disgusting sound reminiscent of that $1.99 1960's pocket transistor radio, then listen to music ........ NO WAY, Amazon you shot yourself in the foot with this one, too bad !!"
"Dot 4 is terrible for music. Get a dot 3.","Jessica Winoski","United States ","May 8, 2021",1,NA,"CharcoalConfiguration: Echo Dot",2,"Listen to the reviews. After reading a bunch, I bought the dot 3 and dot 4 together, planning on keeping the better sounding of the two and returning the other. I was sorely disappointed to return the dot 4. Side by side comparison when playing music, the dot 4 doesn’t hold a candle to the dot 3. Sound quality is a million times better than the dot 4. The only thing the dot 4 has going for it is it’s aesthetically pleasing. I seriously hope Amazon takes these reviews into account when creating a dot 5 and fixed the horrid sound quality."
"Confused Dot","I M Hop","United States ","July 1, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",3,"I already had an Echo Dot and like it, so decided to get a second, newer one. The new one seems to have a hard time understanding what I want. I could tell the old one to ""play 90s rock"", and it would do so. The new one says it can't find 90s rock."
"Better then google ? Wrong !","david","United States ","November 25, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"Just received both 4th generation echo/ echo dot. Was really excited since I have prime. We had multiple google products but decided to switch to Alexa because we thought that was the superior product. Boy were we wrong. First, set up was a nightmare 8 hours of connecting, reconnecting, setting up, deleting, and chatting with IT got us nowhere. They said to try it again in 4 hours but after that we found when playing music on all devices we couldn’t stop the music from playing ! We’ll more then likely give it another week but after today I’d recommend to all friends and family to go with the Google home products"
"Older Generations are better","B Mo","United States ","January 13, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"Sound quality on this is amazing. I have 9 Echos in my home and the sound quality is the best on the 4th gen. However, voice recognition is absolutely horrible. I can be 5ft away from it and my echo 2, 20 ft away, will pick up my voice before the 4th gen. Pretty much my only complaint with the new one. Depending on if you use it for controling other devices; lights, tv, etc, stick to the older generations. They are better."
"Functionality fine; sound quality sub-par","Jim from MD","United States ","January 2, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"The sound quality is nowhere as near as good as the Echo Plus, much less the original Echo.  I have read some reviews that suggested, however, that the sound was of a good quality.  It's not.  It's quite thin.  It is better than no sound at all, but that's not saying much.The other features are identical to the Echo and Echo Plus, though.  So from a cost factor, it is quite a bargain.  If good sound quality isn't a must, I am certain you will be very pleased with its functionality."
"3rd generation has better sound.","Erik","United States ","December 29, 2020",1,NA,"CharcoalConfiguration: Echo Dot",2,"The 4th generation is a serious downgrade with regards to sound quality.  The sound is all high to high-mid range. There are no low tones. I added this to complete my home system so that I can have background music playing throughout my home and to have “Alexa” available without yelling out. SERIOUS DISAPPOINTMENT."
"Needs more bass","christina ann","United States ","December 29, 2020",1,NA,"Twilight BlueConfiguration: Echo Dot",4,"Only complaint I have is there is less bass when listening to music compared to the 3rd generation. And I would like to see bass added in future generations. Music is just too high pitched without it. And music is the main purpose for use in our house!"
"Love it!","Kanikei","United States ","January 16, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"The Echo Dot was a Christmas gift. Because where I live I have access only via wifi, I had to go to the provider's website and enter the new device's MAC address, but now it works perfectly. So handy for timers, listening to favorites, learning about the weather."
"Ver. 4 OK , but I would stay with the Ver. 3","Bob Ridzon","United States ","December 7, 2020",1,NA,"CharcoalConfiguration: Echo Dot",4,"The sound quality is clearer but I thought, and was expecting, that Ver. 4 would have had better overall sound.  Not knocking the Ver. 4 but from what I see so far, the extra $10 or whatever it is, is not worth buying this rather than the Ver. 3.  They perform the same and both work well, but if I were to buy another Echo Dot, I would stay with the Ver. 3 because I think the overall sound quality is better even though it seems muffled.  But I think the ""muffled"" sound is better base, which is what I prefer anyhow."
"Works very well","Amazon Customer","United States ","April 27, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"My older model Echo did not connect to my smart-lights and sometimes wouldn't respond, so I upgraded to the 4th gen and it works very well.  It connected to my smart-lights quick and easily and syncs up with the smaller dot versions I received in the package deal I purchased."
"Great, easy-to-use  entry to Amazon Alexa products","Lisa Stute","United States ","January 4, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"This was my first purchase to ""smarten"" up my home and it was very easy to set up. I keep the Dot in my kitchen where Alexa answers questions, plays music of my choice, etc. When I'm away from home, I use the Amazon smart plug (which is powered through the Dot) to turn a front light on and off to make it look like I'm home. Just as easily I turn on the light at night as I approach my front door. I plan to add more Amazon smart products to my home since the Dot has been such a good experience so far.The Dot doesn't have amazing sound, but it's not bad, especially for the price, so it is perfect for my use."
"Needs an outlet, cannot just replace an old echo dot (which are also smaller). So disappointing:(","Nic.K","United States ","June 24, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",2,"Requires a power outlet now, cannot just replace my old one because I would need another power strip with more outlets. Not cool at all! If people want better sound, they get an echo...why did you ruin the size and power plug of the dot?!"
"Bad sound","Salvador Montes","United States ","January 30, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",3,"Debo decir que me ha decepcionado esta versión, tengo 3 modelos de 3ra generación y uno de segunda, y este de 4ta se escucha casi igual que el de segunda.  No lo recomiendo si lo que quieres es escuchar música de buena calidad, mejor compra de tercera generación."
"Terrible in comparison to older model","Samantha Farren","United States ","May 4, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"We had the original Echo Dot. It was awesome! We had it paired with our surround sound system and it was great with voice recognition, sensitivity, etc. Unfortunately it died recently. We bought this new Echo and it is awful. Terrible recognition, never listens to what we ask or say, not sensitive. I want my old dot back!"
"Cool New Look, Same Functionality, Speaker needs a little help.","Mike Robertson","United States ","January 10, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"I immediately fell in love with the shape of the new echo dot!  So cool looking and neat.  I got one and noticed all the functionality of my previous echo dot (gen 3).  My one issue is that the sound is not as robust in this new ball.  You would think that with the extra space, they could have enhanced the sound.  I feel like the Gen 3 (padded puck) has a much deeper range for its size.  (most notably the bass frequencies).  Not a reason to skip this version, but I wish that it sounded as good as its predecessor."
"Smart home","K Manning","United States ","December 28, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"I like the Echo but its hard to work with devices in your home if its not 2018 or newer.  I have a curve TV, matter of fact all the TV's in my home are smart devices but just because my devices are not 2018 or newer, the Echo device will not work. For me in my house the only thing that will work is a smart bulb. Other than that the device is ok. if I would have known about all of this before I would not have purchase the devices and that goes along with my  mother as well."
"Better than Siri, not as good as google","Marc","United States ","May 29, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"All the integrations are great however sound quality was just okay and so was the voice recognition. I found Alexa had a hard time distinguishing rooms for lights whereas my google devices haven’t had the same issue. Not bad but not great"
"Glad I go it","Amazon Customer","United States ","January 10, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"Never had anything like Alexa or Siri, or anything else.Put it on my Christmas list and have been having a lot of fun with it.I don't integrate other things with it...just use it for general uses, timer, questions, etc.Well worth it even if only for entertainment."
"Nice update","RDMS","United States ","January 22, 2021",1,NA,"CharcoalConfiguration: Echo Dot",4,"While the new look is a nice update, I don't believe the sound is as nice, rich or deep as the model it replaced.  I have tried adjusting the audio settings in the Alexa app and still it is not quite on par with the previous generation dot."
"Why a white cord with a black product?","Lulu","United States ","November 24, 2020",1,NA,"CharcoalConfiguration: Echo Dot",3,"So, the new Dot has better sound, and that is great. However, my black echo dot came with a white cord. This is very frustrating. It looks terrible. Part of the point of the new dot is it's sleek new look, and the white cord just ruins it."
"Love it!","Kaytee","United States ","March 10, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I'm enjoying my echo dot so much. I thought it would be activated by only my voice until I learned otherwise. My 15 year old son was quite nervous when I told him that anything someone says to Alexa is recorded and I can hear it on the app on my phone. His reaction was quite hilarious. Thankfully, the only things he'd told Alexa to do was rap and beatbox for him. LOL"
"Lack of performance","Shanelle","United States ","January 1, 2021",1,NA,"CharcoalConfiguration: Echo Dot",3,"I initially but bought this to use with smart plugs. However even though the instructions reported it would b compatible. The echo dot wasn’t able to stay connected. I since sent the smart plugs back for a refund. The only reason I kept the echo dot is because it plays my music. My rating is a result of this experience. Oh I also can’t integrate it with the Alexa on my fire stick."
"Poor speaker quality","TJ100","United States ","January 18, 2021",1,NA,"Glacier WhiteConfiguration: Echo Dot",2,"Very disappointed in the sound quality of the speaker. I have 2 different previous echo generation models with much better sound quality."
"Very easy setup with Alexa","CHRISTINE NICOLE","United States ","December 24, 2020",1,NA,"CharcoalConfiguration: Echo Dot",5,"Sound and clarity are wonderful. We're new to the Alexa/smart devices but so far everything seems pretty easy to navigate. Purchased two of these and one 3rd generation Echo and the only negative thing to add is the shipping took months."
"Working well","The Doctor","United States ","January 20, 2021",1,NA,"CharcoalConfiguration: Echo Dot",5,"So far its working like a typical alex. I really dont use it much so i can give a full review but it is definitely a step up from the terrible echo dot i had previously that i had more fun using it as a hockey puck then it’s performance."
"Nice 4th gen","Lisette","United States ","June 30, 2021",1,NA,"Twilight BlueConfiguration: Echo Dot",5,"I like the 4th gen with all it's bells and whistles. The only issue I have is I think Alexa may be going deaf. My 2nd generation hears me better. The current one I have to speak really loud for her to hear me. Could Alexa be aging??? LOL"
"Huge disappointment","Matthew Dimery","United States ","December 3, 2020",1,NA,"CharcoalConfiguration: Echo Dot",1,"I went from the echo 3rd generation to this and it is a major down grade. It is much much quieter. The sound sounds muffled as if it has a blanket on it all the time. As an alarm clock even with the volume all the way up it is still not enough to wake you up. The echo 3rd generation had more bass in the music. This sounds all treble. Even after playing with the sound settings trying to get more. Also when your order a black one they give you a white cord"
