Star;Date;Colour;Review Title;Review Text
5;12-ott-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Qualità Nespresso;Se non interessa un colore in particolare-alcuni colori costano veramente poco e la qualità Nespresso è  garantita! Arrivata con largo anticipo sulle previsilni. Brava Amazon!
4;12-ott-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Piccola ma efficiente;Caffè buonissimo- come anche con la precedente che avevo. Dimensioni ridotte- ideale per cucine piccole. Forse il prezzo un po’ troppo elevato rispetto al modello. Ma tutto sommato sono contenta.
5;12-ott-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Molto carina e funzionale;Arrivata nei tempi previsti- perfetta e funzionale anche se me la aspettavo un po' più grande- ma meglio così occupa meno spazio
3;10-ott-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Bella so- ma che rumore!;Consegna in anticipo di un giorno e confezione perfetta: grazie Amazon. La macchinetta è ottima- carina esteticamente e fa bene il suo dovere.Unico grosso problema: fa un rumore assurdo e forte quando viene utilizzata.
4;09-ott-17;Stile: InissiaColore: White Utile Segnala un abuso;Efficiente e funzionale;"Dopo una lunga esitazione (usavo macchinette a cialde che potevo sostituire direttamente con il caffè in polvere) sono da poco passato al sistema Nespresso per la sua comodità e pulizia- e considerando che si trovano nei discount ottime capsule compatibili a prezzi aggressivi (mediamente 0-19 a capsula) sono contento dell'acquisto. Adesso che è uscito un nuovo modello ""mini"" devo dire che la Inissia comincia ad avere un simpatico aspetto retrò- quasi anni Trenta. La consiglio."
3;09-ott-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;buon rapporto qualità prezzo;la macchina offre un servizio di base ma di qualità .Non è pratico il sistema per ripulire il contenitore dalle capsule . essendo composto di due pezzi ad incastro ( la vaschetta per i liquidi ed il contenitore delle capsule ) se non si esercita molta accortezza nella rimozione si rischia di rovesciare tutto .Altre macchine piu' sofisticate hanno sistema diverso .
5;04-ott-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Bellissima;Ottimo prodotto- il colore è molto bello- funziona benissimo con le capsule compatibili- ne ho acquistate 3  una per casa- uno per portarla a lavoro e l' altra per mio fratello.. La consiglio
5;03-ott-17;Stile: Inissia & AeroccinoColore: White Utile Segnala un abuso;fantastico;ordinato una prima volta....aeroccino non funzionava- chiesto la sostituzione- arrivato nuovamente il tutto- e tutto funzionante- per non parlare dell' aeroccino che è a dir poco fantastico fa una schiuma che nemmeno al bar la trovi--- cremosa compatta...direi prodotto ottimo!!! lo consiglio
5;03-ott-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima macchina;Buono il caffe- dimensioni ridotte e facilità di utilizzo! comoda per chi ha poco spazio in cucina!E' pronta in pochissimi secondi e il caffe esce bollente!
5;03-ott-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Ottima;Questa macchina del caffè nespresso è a mio avviso ottima: pratica- leggera- carina e colorata. Il prezzo di Amazon è molto vantaggioso. Soddisfatta
2;01-ott-17;Formato: Cucina Utile Segnala un abuso;delusa;Mi aspettavo molto di più...ho un'altra macchina da caffè ed è migliore. Capsule Nespresso e tantissime capsule compatibili-ma nessuna mi ha dato piacere...E' bella- piccola ma un pò rumorosa.Il caffè scende troppo veloce.Per fortuna l'ho presa in offerta ma è ancora troppo cara.Delusa...mister Clooney.
4;01-ott-17;Stile: InissiaColore: White Utile Segnala un abuso;caffe' buono- pratica ma rumorosa;La macchinetta e' davvero bella. La linea molto accattivante- quella di colore biancabellissima. Il caffe' nespresso viene benissimo. Ha un unico difetto e' rumorosa.
4;30-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Soddisfatto;Buon prodotto- semplice- vale il suo prezzo. Sarebbe stato meglio alluminio invece di plastica ma comunque fa un buon caffè. le cialde di trovano facilmente- di tutti i prezzi e qualità.
3;29-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;inissia;la macchina fa bene il caffè. Però non riesco a regolare il caffè corto (non si blocca come le altre macchine nespresso che ho visto). Il contenitore delle capsule è un pò piccolo. Comunque l'importante è che il caffè sia buono e lo è!
5;29-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Piccola - comoda- ed efficace- per gli appassionati del buon caffè- provata per tisane e caffè al ginseng - con possibilità di servirlo anche su tazza grande. Good Job NESPRESSO!
5;29-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;SODDISFATTO;La usiamo in studio professionale e svolge egregiamente il proprio lavoro. E' pronta in 5 secondi e prepara un caffè da bar. Ottimo rapporto qualità/prezzo.
5;28-set-17;Formato: Cucina Utile Segnala un abuso;Nespresso Krups;Consegna perfetta con prime- è la mia terza macchina nespresso in 15 anni e dopo l'ultima di De Longhi che mi ha dato molti problemi sono tornata a Krups. Erogazione perfetta e bell'estetica la consiglio. Al momento del mio acquisto il prezzo era molto aggressivo.
5;28-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;All’altezza delle aspettative;Arrivata in un giorno con Prime.La macchinetta funziona perfettamente- il caffè risulta caldissimo.Nessun difetto riscontrato. All’interno un set di cialde Nespresso con tutti i gusti.Prodotto consigliato
5;28-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Macchina perfetta;Ottimo prezzo- la macchinetta funziona benissimo. Il caffè prodotto ha una buona temperatura ed è cremoso. Per questo prezzo per ora non si può chiedere di più.
5;27-set-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Soddisfattissima!;Finalmente caffè in tempi brevi e di ottima qualità!Inoltre- è una delle poche macchine per cui si trovano cialde compatibili di diversi marchi!Soddisfatta!
5;26-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Prodotto eccezionale!;Questa macchinetta dal prezzo abbastanza economico è perfetta per avere un caffè sempre gustoso e in pochi secondi- appena accesa- tramite la pressione di entrambi i tasti- in circa 20 secondi è pronta- ovvero quando i led sono verdi. Potete alzare quindi il manico per introdurre una capsula compatibile o originale- per poi riabbassarlo. L'acqua va inserita dietro- in una vaschetta- contiene abbastanza acqua da poter fare oltre 10 caffè corti. Quindi inserire la tazzina e procedere con la pressione di uno dei due tasti di sopra- corto per caffè corto e lungo per caffè lungo. Dopo un po' di tempo si ferma da sola- ma se volete un caffè più concentrato consiglio di fermare voi la macchinetta. Per spegnerla- si devono premere di nuovo insieme i due tasti. Una volta fatto il caffè e riaperta la macchinetta per una seconda capsula- quella precedente cadrà dentro il vanetto portacapsule- estraibile dalla parte di sotto. Arriva con un attacco a Schuko. Consiglio nettamente il prodotto- anche per la varissima disponibilità di caffè di diversi gusti- incluso decaffeinato e caffè al cioccolato.
5;26-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;eccellente entry level;Puntuale la spedizione amazon. Uso questa macchinetta da 6 mesi e mai un problema. Caffè ottimo. Questa è la seconda che prendo per regalo. Ottimo rapporto qualità/prezzo
5;25-set-17;Stile: InissiaColore: White Utile Segnala un abuso;PRATICA;La uso ormai da un mese e devo dire che fa un ottimo caffè cremoso- sia con le cialde Nespresso che con quelle compatibili. La cremina che rilascia sulla superficie del caffè è davvero speciale- e una volta accesa è pronta in pochi secondi. La consiglio per l'ottimo rapporto qualità/prezzo
5;25-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Recensione;Dopo averne comprata una per casa-dopo alcuni mesi acquistata una seconda per il lavoro.Macchina di facile utilizzo.Semplice il carico dell'acqua e il montaggio capsule.Forse un po'rumorosa ma e' l'unico difetto riscontrato
5;25-set-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Nespresso inissia;Facile da usare-minino ingombro ottimo caffe' ormai le capsule si trovano in qualunque supermercato bello anche il colore..what else??nespresso inissia
5;25-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Unidas nespresso;Arrivato in tempo prodotto come da descrizionePerfetto nessun problemaPrezzo assolutamente competitivoConsiglio L acquisto come seconda macchina o per portarla in viaggio
5;25-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Non sono un fan del caffè ma da quando abbiamo acquistato questa macchina me ne faccio almeno uno al giorno: gustoso- cremoso- veloce.Consigliatissima
4;24-set-17;Stile: InissiaColore: White Utile Segnala un abuso;Macchina nespressi inissia;La macchina comprata i primi di agosto ha funzionato perfettamente fino a questo momento- in cui lo stop dell'erogazione avviene prima del termine della dose e bisogna riavviarla. Come mai?
4;22-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;ottima;piccola- compatta- occupa poco spazio- ha un design molto gradevole che si adatta a qualsiasi tipo di arredamento della cucina o dell'ufficio qualora utilizzata in tale contesto...è inoltre economica pur mantenendo un elevato standard qualitativo...ha due sole funzioni- quelle essenziali- più che sufficienti per chi desidera solo il caffè...consigliata
5;22-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Consigliatissima!;Sono molto fiera di questa macchinetta del caffè che è diventata una presenza indispensabile nella nostra vita di tutti i giorni. Mi è stata regalata dal mio fidanzato e da quando è arrivata la stiamo utilizzando ogni giorno. Bella da vedere- piccola e fa degli ottimi caffè. Le cialde in omaggio Nespresso poi sono la fine del mondo. Ottimo acquisto- consiglio a tutti!
5;22-set-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;funziona che e' una meraviglia;mai dato problemi - capsule originali e compatibilidi meglio non ho mai avuto esperienzacaffe veramente buono e cremoso anche col decaf
5;21-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Macchina onesta ed economica;Macchina per il caffè che fa onestamente il suo mestiere. Pecca nelle istruzioni. Troppo semplificate e comunque non di facile interpretazione. Nel complesso produce un buon caffè.
5;21-set-17;Stile: InissiaColore: White Utile Segnala un abuso;Pienamente soddisfatto;Macchina per il caffè  piccola ed essenziale  funzionale per caffè espresso e lungo . Consigliata anche per prezzo. Il primo caffè un Po freddo- ma scaldando la tazza ottimo.
5;20-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Macchina caffè;Piccola ma funzionale.Eroga davvero ottimi caffè. Certo- molto fa la qualità della capsula e quelle nespresso (ottime a dire il vero)  non sono proprio economiche- ma in giro si trovano molte capsule compatibili di buona qualità e più economiche.
3;20-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Oggettino;La macchinetta fà il suo dovere senza avere la pretesa di alta gamma.Occupa poco spazio.Molta plastica-forse troppa-ha preso il posto delle parti che nelle De Longhi erano di acciaio-come la griglia portatazza.Tutto sommato funziona bene.
2;20-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Prezzo basso qualità bassa;Ho comprato questa macchina per caffè immaginando un contenitore di acqua più grande e soprattutto un contenitore delle cialde usate maggiore. Il beccuccio della macchina è troppo basso e molte tazze o bicchieri non entrano stabilmente anche per la minore ampiezza della base.
5;18-set-17;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso Inissia XN1001 Macchina per Caffè...;Bellissima e praticissima macchina compatibile Nespresso. Funziona perfettamente sia con capsule originali nespresso che con capsule compatibili. Fa un ottimo espresso- come al bar (anzi meglio di moltissimi bar- specie in certe città.....). Ottimo rpporto prezzo qualità. Comesempre perfetta Amazon nella spedizione. Consigliatissima
5;16-set-17;Stile: InissiaColore: White Utile Segnala un abuso;Veloce e ottimo design e funzionalità;Ho avuto molta resistenza riguardo al caffè in capsule- ma dopo aver parlato con colleghi e amici- mi sono convinta. Mi hanno suggerito di prendere una Nespresso Krups- senza spenderci troppo. E così ho fatto. Insieme alla macchinetta ci sono anche delle capsule miste di vario genere. Le istruzioni cartacee non sono chiarissime- consiglio la visione dei video sul canale YouTube Nespresso officiale.Sono pienamente soddisfatta dell'acquisto e spero che mi accompagni per lungo tempo.Il caffè erogato è davvero buono- caldo e soddisfacente- si può programmare l'altezza sia dell'espresso che del lungo a proprio piacimento.Semplice da usare- senza troppi pezzi- facile da pulire.
4;16-set-17;Stile: InissiaColore: White Utile Segnala un abuso;Rapporto qualità/prezzo più che buono;Macchina del caffè arrivata nei tempi previsti. Rapporto qualità/prezzo più che buono.Fa un  buon caffè cremoso- ma questo ovviamente dipende anche dal tipo di capsule . Consigliato per chi cerca una buona macchina per casa o ufficio
4;16-set-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Fa il suo lavoro bene !!;Ottimo prodotto la utilizzo tutti i giorni in ufficio capsule che riesco a trovare anche al supermercato il caffè viene buono
4;16-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Buono;Per qualità e prezzo buona .consigliabile . Pesa poco facile per fare il caffè . Puoi comprare diverse cialde in base a tuo piacimento
4;16-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Una vecchia abitudine;La mia precedente macchina stava tirando le cuoia ed è stato necessario sostituirla. Il sapore del caffè ne ha guadagnato.
5;16-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Bella e compatta.;Piccola- pratica e compatta. Esattamente quello che cercavo per la mia cucina- in quanto occupa poco spazio. E' un ottimo acquisto!!!
5;15-set-17;Stile: InissiaColore: White Utile Segnala un abuso;(Per ora) è perfetta!;Macchina da caffè compatta (molto piccola)- pratica- che eroga acqua calda a 19 bar. Facile da usare (mi fa il caffè anche il mio bambino di 5 anni...). Unico difetto: un po' rumorosa (cmq sopportabile). Speriamo che duri più delle macchine da espresso precedenti!
5;15-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Buona macchinetta per capsule;Buona macchinetta della Nespresso. Fa un ottimo caffè- specialmente utilizzando le capsule originali Nespresso che hanno un gusto speciale.Sono fornite anche le capsule originali- una per ogni gusto- per far assaggiare le varie tipologie.
5;15-set-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;ottimo prodotto;consiglio la macchina a tutti-utile- poco ingombrante- caffè ottimo- certo poi dipende dalle cialdeOttima rapporto prezzo/qualitàSpero vi sia stata utile
5;13-set-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;OTTIMA!!!;bellafunzionantedel colore da noi sceltoperfettache altro dire...???amazon top!!! imballaggio perfetto- tempi rispettati- venduta con 10 capsule di gusti diversi per provarle...
5;12-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;FANTASTICA;PICCOLA MA FA IL SUO DOVERE- IL CAFFE E' BUONISSIMO ARRIVATA UN GIORNO PRIMA DEL PREVISTO HO AVUTO ANCHE UN CODICE PROMOZIONALE PER IL CAFFE'. GRAZIE AMAZON PRIME
4;12-set-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Beviamoci un caffé;Ottimo prodotto- utilizzato già da diverso tempo e non ha mai deluso.Unico difetto è che un po' troppo rumorosa
4;10-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;ottima;un buon prodotto- economico  ma di buona fattura e facile da pulire-il colore della foto inganna un pò in realtò è molto più acceso acquisto  consigliato
5;08-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Una certezza;"Conoscevo già la Inissia- quindi è stato un acquisto ""sicuro"".Che dire- è una macchina che secondo me vale ben più di quello che costa e non ha niente da invidiare a modelli più costosi ( per esempio la U e la Pixie- entrambe provate in prima persona).Il caffè è sempre ottimo e sempre alla giusta temperatura. È pronta pochissimi secondi dopo l'accensione.Consiglio assolutamente l'acquisto- soprattutto nei periodi in cui sono disponibili le promozioni Nespresso (nel mio caso 60€ di capsule in omaggio- con costo della macchinetta a 59€)."
5;07-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;ottima!;Buono il caffè con qualsiasi marca. Scalda velocemente. Piccola è l'ideale per chi ha uno spazio ridotto dove riporla. E' elegante- il colore è come nella foto. Direi eccellente e ad un prezzo fantastico!
4;07-set-17;Stile: InissiaColore: White Utile Segnala un abuso;soddisfatta;Conoscevo già questo prodotto- e ogni volta l'acquisto per parenti e amici ad occhi chiusi. Semplice ed intuitiva nell'utilizzo- poco ingombrante in cucina.
5;06-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Qualità impagabile;Come mi aspettavo prodotto ottimo- consegna ed imballaggio ineccepibili. Buono promozionale per l'acquisto di altre cialde interessante. La macchina funziona benissimo- poco rumorosa- piccolo ingombro- bel colore e sopratutto finalmente un caffè caldo alla prima erogazione. Molto soddisfatta!
5;06-set-17;Stile: InissiaColore: White Utile Segnala un abuso;Sono soddisfatto;Semplice e funzionale- il caffè esce bene la  lunghezza  si memorizza con un click.Il caffè esce caldo ma se lo vuoi bollente fai uscire un po di acqua prima.Nella confezione ci sono 20 capsule con tutti i gusti diversi- in PIÙ il codice con 40+20 da ordinare gratis on line.
1;06-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Assolutamente da non comprare.;Pessima. Perde un sacco d'acqua dal beccuccio dopo che Si fa il caffè. La chiusura del vano capsule il più delle volte rovina la capsula che poi risulta inutilizzabile e da buttare via.
3;06-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Rumorosa;Questa e' stata la mia prima macchinetta per il caffe' e ne sono contenta- l'unica cosa che non mi piace  e' che e' un po' NOISY rumorosa...
4;03-set-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Macchina da caffè Nespresso Inissia;È un oggetto veramente carino- rispecchia perfettamente le aspettative- da quando è arrivata abbiamo aumentato il consumo di caffè per la soddisfazione di gustare un buon prodotto in modo facile. Snella- leggera e pratica- occorre davvero poco spazio. Peccato che il cavo di alimentazione sia un po' troppo corto.
5;03-set-17;Stile: InissiaColore: White Utile Segnala un abuso;Minima spesa massima resa;Ottima macchina- ottimo caffè. Ne ho acquistate 2 in una settimana- una per me e l'altra per mia mamma. Entrambe super soddisfatte
5;01-set-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Stesse doti delle più grandi in meno spazio (e ad un prezzo più contenuto);"Vengo da una Citiz di Krups guastata per mia incuria (mancata decalcificazione) in 4 anni di servizio.Ho preso questa più economica per sostituirla- quindi il confronto è con la precedente.Gli ingombri sono notevolmente inferiori. Il serbatoio dell'acqua di conseguenza è più piccolo- ma non lo vedo come uno svantaggio in quanto non lo riempivo mai fino all'orlo per evitare di avere acqua sporca e stantia.L'aspetto è molto gradevole ma le plastiche del porta tazza e del contenitore delle capsule esauste è di qualità inferiore.Ottimo invece il meccanismo di inserimento e chiusura delle capsule mediante leva superiore- leggero ed efficace.La temperatura di fuoriuscita dell'acqua- forse complici anche le dimensioni- è notevolmente più alta già dal primo (ottimo) caffè.Unico neo a mio avviso è la mancanza di un vero e proprio pulsante di accensione e spegnimento che interrompa fisicamente l'alimentazione.La macchina è infatti sempre accesa in stand-by in attesa di un comando digitale che avviene mediante piccola combinazione sui tasti caffè espresso / lungo. Discorso analogo per il ritorno allo stand-by che avviene anche in automatico (ed è programmabile).Se bisogna lasciare la casa per qualche giorno consiglierei comunque d'interrompere l'alimentazione rimuovendo la spina a muro.Altro piccolo a appunto per la spina ""tedesca"" (schuko) che non è ad angolo retto (o a L) ma diritta. Ciò implica maggiore difficoltà nell'ordinare ed occultare il cavo che per forza di cose fuoriuscirà maggiormente dalla presa.Le istruzioni- come per altre macchine del gruppo- sono dei veri e propri rebus mediante ""geroglifici""! Fortuna che sia davvero semplice da usare e che in rete si trovino i video esplicativi per tutte le operazioni.Nonostante questi piccoli appunti- altamente consigliata. Non è necessario spendere di più!"
5;31-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso Inissia;Prodotto ottimo - buoni caffè - ho preso la versione base perche usata in seconda casa - anche perchè per tutti i giorni da 2 anni usiamo la top di gamma della Nespresso - la consglio a tutti.
5;30-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Caffè full time;non sono mai riuscita a prendere l'abitudine di bermi il caffè in casa ma devo dire che questa macchina mi sta viziando. Piccola ma funzionale- si scalda in poco tempo ed il caffè è caldo come piace a me.
5;30-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Mai piu senza!;Fantastica! Il caffè è perfetto! Caldo al punto giusto! Con una crema deliziosa! 25 secondi e la macchina è pronta all' uso! È piccolissima e adatta anche a chi non ha spazi in cucina!Consegnata in 2 gg
5;28-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;ottimo;questa  macchina del caffè è eccellente..abbinata col caffè borbone credo che da il meglio di se..soddisfatto al 100%..consigliato..spedizione molto veloce..
5;25-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo;Pienamente soddisfatta dell'aquisto. Ero partita un po' scettica perchè i prodotti troppo pubblicizzati poi non sempre corrispondono alle aspettative- invece sono rimasta piacevolmente conquistata. La macchinetta è piccola e quindi si adatta a qualsiasi spazio- facilissima da usare e da pulire e fa un caffè veramente buono- caldo fin dalla prima tazza. Finora ho utilizzato solo capsule originali- ma in ufficio ne abbiamo una simile con la quale usiamo le capsule compatibili e vedo che vanno bene lo stesso. La consiglio a tutti coloro che vogliono gustarsi un caffè come e meglio del bar. Unico inconveniente- diverrete caffè dipendenti :)
5;25-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Ottimo;Ottima macchina del caffè e ottimo caffè nespresso unica pecca è che la macchina e un po' troppo rumorosa nel fate il caffe . Spedizione Amazon come sempre al top di ogni aspettativa
5;24-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo!;Il prodotto è arrivato ben imballato- e sembrerebbe essere nuovo.La macchina inoltre funziona perfettamente.Se dovessi ricomprare lo stesso oggetto- per un regalo o altro - mi rivolgerei sicuramente allo stesso negozio
5;23-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Buon prodotto;È un buon prodotto. Arrivato nei tempi stimati dalle previsioni. In più- all'interno ho trovato un assaggio di diverse miscele nespresso. Adesso lo utilizzo con capsule compatibili. Lo consiglio.
5;22-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;nespresso Inissia;arrivata ben imballata e integra.il colore è veramente molto bello.conosco già il prodotto in quanto ne ho regalata una a mia madre.funziona benissimoottimo rapporto qualità prezzobuona la promozione per avere 60 capsule gratis
5;22-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso Inissa;Ho provato molte macchine per espresso. La Nespresso ha un grado di cura nei dettagli che fa apprezzare ancora di più quei due minuti che si dedicano al caffè.Basta riuscire a capire quali capsule e altezza espresso siano giuste per il nostro palato.
5;22-ago-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Concreta: qualità molto alta e prezzo basso;Ottima- l'ho comperata per usarla in ufficio- apprezzata dai colleghi- che non scendono piú al bar. Pratica- solida ed essenziale. Caffè con cialde originali nespresso buonissimo.
5;18-ago-17;Stile: InissiaColore: White Utile Segnala un abuso;Ottimo prodotto;Comoda- di facile utilizzo- piccola- prepara ottimi caffè e si scalda in pochissimo tempo. Contentissima. Consiglio cialde originali per un uso migliore
5;18-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo rapporto qualità-prezzo;Spedizione eccellente- arrivata addirittura due giorni prima del previsto.Ho comprato questa macchina per sostituire l'Essenza- sembra che il caffè sia leggermente più caldo. Ci sono sicuramente prodotti migliori ma per il prezzo speso è assolutamente valida.
4;16-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Macchina caffè cialde compatibili Nespresso;Alla prima impressione sembrava un giocattolo- invece all'uso funziona benissimo ed il caffè è ottimo. Molto utile la possibilità di alsare la base della tazzina che può quindi ospitare una tazza per fare i cappuccini. Ottimo. Poi vedremo con il tempo se mantiene lo standard iniziale.
5;16-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Eccellente macchinetta del caffè;Acquistata in saldo questa magnifica macchinetta del caffè- davvero comoda e semplice da utilizzare.. Si abbina bene anche all'arredamento in quanto è anche carina esteticamente.. Il caffè è davvero buono. Consigliata assolutamente
4;15-ago-17;Stile: InissiaColore: White Utile Segnala un abuso;Prodotto discreto pari al costo;Dopo un anno dall'acquisto devo dire che mi trovo bene.non sono un estimatrice di caffè- ma X la funzione che deve fare-fa il suo dovere egregiamente.ho letto molte recensioni prima di acquistarla e molte poco veritiere-se il caffè è di buona qualità fa crema e quant'altro.io la consiglio
4;15-ago-17;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso una certezza;la macchina è arrivata con imballo originale + capsule di prova- in promozione con 60 capsule omaggio a seguito di un acquisto su nespresso.La macchina funziona ed è di facile utilizzo solo un po' rumorosa in fase di accensione.Per ora ho provato le capsule compatibili della despar e funzionano senza problemi.
5;14-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;La consiglio;Presa ormai da qualche mese ed in famiglia ci troviamo benissimo- velocissima all'accensione ad andare in temperatura- molto compatta- utili le due modalità caffè lungo o corto- il caffè che ne risulta è abbastanza schiumoso e della giusta densità. Per le capsule se trovate quelle originali nespresso troppo care potete orientarvi su quelle compatibili- personalmente uso quelle Caffè Borbone che sono ottime e che sul web trovate ad un ottimo prezzo.
5;14-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Fantastica;Ottimo rapporto qualità prezzo. Da spenta la macchinetta si riscalda in meno di un minuto e tramite due tasti dedicati posti sulla parte superiore della macchina è possibile scegliere se avere un caffè ristretto o più lungo. La macchinetta dispone inoltre di una utile funzione di stand-by che si attiva dopo 8 min dall'ultimo utilizzo e che consente di ridurre.i consumi elettrici.Il caffè è ottimo cremoso e caldo e funziona benissimo anche con capsule compatibili.Utile sapere che dopo l'acquisto viene inviato un coupon da utilizzare sul sito nespresso per ordinare 60 capsule gratis.Spedizione puntualissima.
5;14-ago-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Ottima macchina del caffè- ottimo caffè;La seconda inissia che compro- una per casa e una per l'ufficio. Sono molto soddisfatto perché anche essendo una macchina economica il caffè che esce è molto buono. Molte le varietà di caffè disponibili- anche compatibili. Ce ne sono per ogni gusto. Difficile non trovarne per i propri gusti.
5;14-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Dopo un anno;Macchina di design che occupa poco spazio e che fa bene il suo lavoro. Ne abbiamo fatto un ampio utilizzo in famiglia- sia con le capsule di prova (quelle vendute assieme alla macchina) che con altre capsule compatibili- non ha mai dato problemi.
1;14-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Deluso;Deluso- il caffè delle capsule non mi convince- certo è pratica veloce e non sporca- ma dopo aver bevuto per parecchio tempo il CAFFÈ di una Saeco via veneto....non c'è paragone.
5;14-ago-17;Stile: InissiaColore: White Utile Segnala un abuso;Macchinetta x caffè in cialde;Macchinetta x caffè elegante comoda leggera x spostare- caffè molto buono non occupa molto spazio  direi ottimo acquisto macchinetta Grazieeeee!
5;13-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Acquisto;Prodotto minimale- dalle forme aggraziate- molto funzionale- svolge ottimamente il suo lavoro- grazie alla fornitura di assggi del caffè si può trovare tranquillamente il gusto più consono-acquisto consigliato.
5;13-ago-17;Stile: InissiaColore: Giallo Utile Segnala un abuso;Ok;L oggetto si presenta da solo. Compatta funzionale e comoda nell' usarla. Funziona benissimo con capsule compatibili. Che dire fà un ottimo caffè
5;13-ago-17;Stile: InissiaColore: White Utile Segnala un abuso;ottimo caffè;Macchina compatta e facile da posizionare.Malgrado i tempi di accensione molto brevi- anche il primo caffè esce molto caldo.Facile da utilizzare.
5;12-ago-17;Stile: InissiaColore: Arancio Utile Segnala un abuso;Comoda anche X portarsela in vacanza;La Perfetta compagna dei miei viaggi. Ottima macchina compatta e leggera ed è incluso il set assaggio con i diversi tipi di cialde nespresso per rilassarsi da subito con un buon caffe!
5;11-ago-17;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Ottimo acquisto;Perfetta......ha confermato le mie aspettative !! È la mia seconda macchina Nespresso- ho già una KitchenAid ed è molto costosa e fa un caffè eccellente ma questa inissia non è da meno
